id,rarity,generation,mainClass,subClass,statBoost1,statBoost2,profession,summons,maxSummons,soldPrice,timeStamp
77347,uncommon,1,Warrior,Priest,WIS,INT,fishing,7,10,76,2022-01-22 09:03:20
98688,uncommon,4,Thief,Wizard,INT,STR,mining,2,2,56,2022-01-22 09:00:06
100171,common,2,Sage,Warrior,VIT,WIS,fishing,3,3,300,2022-01-22 08:57:04
98054,rare,1,Knight,Priest,WIS,END,fishing,10,10,91,2022-01-22 08:56:16
45653,common,2,Paladin,Pirate,LCK,DEX,gardening,2,5,85,2022-01-22 08:54:29
92693,rare,1,Monk,Knight,END,VIT,foraging,8,10,140,2022-01-22 08:52:59
54610,common,5,DarkKnight,Knight,DEX,AGI,fishing,3,3,39,2022-01-22 08:46:32
9802,uncommon,1,Knight,Wizard,AGI,VIT,gardening,1,10,58,2022-01-22 08:46:25
89027,common,3,Wizard,Archer,AGI,AGI,gardening,6,6,46,2022-01-22 08:46:16
100156,common,2,Wizard,Monk,LCK,END,gardening,7,8,47,2022-01-22 08:44:20
83351,uncommon,4,DarkKnight,Monk,END,LCK,gardening,0,0,59,2022-01-22 08:43:54
37450,common,1,Monk,Priest,DEX,VIT,fishing,3,10,49,2022-01-22 08:42:07
95674,mythic,1,Wizard,Monk,VIT,LCK,foraging,10,10,450,2022-01-22 08:40:52
98915,rare,2,Priest,Pirate,LCK,INT,gardening,9,9,85,2022-01-22 08:39:34
16353,uncommon,4,DarkKnight,Thief,STR,DEX,mining,1,4,120,2022-01-22 08:37:49
72971,common,5,Paladin,Pirate,END,DEX,mining,0,1,140,2022-01-22 08:36:37
99897,rare,3,Archer,Monk,LCK,INT,foraging,0,0,80,2022-01-22 08:35:55
100076,uncommon,1,Warrior,Priest,STR,END,foraging,10,10,70,2022-01-22 08:34:25
98350,common,5,Paladin,Priest,VIT,INT,gardening,0,0,80,2022-01-22 08:32:24
48772,common,2,Archer,Priest,AGI,AGI,gardening,6,8,44,2022-01-22 08:32:18
93208,uncommon,3,Summoner,Archer,VIT,AGI,gardening,1,1,85,2022-01-22 08:32:14
80512,uncommon,1,Warrior,Wizard,STR,WIS,gardening,4,10,75,2022-01-22 08:31:56
92608,common,4,Archer,Archer,DEX,LCK,mining,2,2,65,2022-01-22 08:30:14
97793,rare,2,Knight,Priest,DEX,DEX,fishing,7,7,67,2022-01-22 08:29:54
74799,uncommon,3,Warrior,Archer,END,LCK,mining,0,1,109,2022-01-22 08:28:02
68672,uncommon,1,Archer,Wizard,LCK,INT,fishing,6,10,68,2022-01-22 08:27:41
86343,uncommon,2,Priest,DarkKnight,STR,END,foraging,7,7,66,2022-01-22 08:27:27
66578,rare,3,Knight,Wizard,STR,AGI,mining,3,3,150,2022-01-22 08:26:41
90058,common,3,Priest,Monk,END,AGI,mining,5,5,70,2022-01-22 08:24:49
88989,rare,5,DarkKnight,Wizard,STR,END,fishing,0,0,122,2022-01-22 08:22:38
17935,uncommon,2,Pirate,DarkKnight,STR,VIT,foraging,6,8,50,2022-01-22 08:21:28
82241,common,6,Priest,Thief,LCK,VIT,mining,3,3,50,2022-01-22 08:21:24
3469,uncommon,1,Pirate,Archer,LCK,END,mining,2,10,99,2022-01-22 08:19:34
1822,legendary,0,Thief,Priest,END,END,fishing,11,11,3999,2022-01-22 08:19:20
96951,uncommon,1,Priest,Archer,LCK,VIT,gardening,10,10,135,2022-01-22 08:19:15
92930,common,1,Warrior,Monk,STR,WIS,mining,7,10,165,2022-01-22 08:17:15
87403,rare,3,Paladin,Priest,VIT,DEX,foraging,0,3,99,2022-01-22 08:16:47
64485,common,2,Pirate,DarkKnight,LCK,LCK,fishing,4,9,70,2022-01-22 08:16:47
96832,uncommon,5,Paladin,Knight,END,END,foraging,1,1,"69,69",2022-01-22 08:15:06
88433,uncommon,3,Priest,Priest,INT,DEX,foraging,5,6,63,2022-01-22 08:12:12
82599,common,1,Priest,Archer,INT,INT,mining,4,10,72,2022-01-22 08:08:42
18307,common,3,Priest,Monk,INT,VIT,foraging,5,5,42,2022-01-22 08:08:26
99097,uncommon,2,Pirate,Thief,INT,STR,foraging,7,7,50,2022-01-22 08:07:34
95433,rare,1,Pirate,Thief,STR,DEX,foraging,8,10,"119,6",2022-01-22 08:05:03
77486,common,2,Thief,Priest,VIT,INT,fishing,3,3,52,2022-01-22 07:55:46
14608,common,1,Warrior,Warrior,INT,VIT,foraging,2,10,"55,51",2022-01-22 07:55:15
95993,common,1,Thief,Knight,DEX,WIS,gardening,5,10,67,2022-01-22 07:52:08
95434,uncommon,1,Archer,Thief,DEX,END,gardening,5,10,75,2022-01-22 07:51:56
63795,uncommon,3,Knight,Thief,STR,VIT,gardening,2,3,40,2022-01-22 07:50:54
20071,uncommon,1,Knight,Wizard,STR,AGI,foraging,3,10,59,2022-01-22 07:50:36
91216,legendary,1,Paladin,Pirate,AGI,AGI,mining,5,5,666,2022-01-22 07:50:21
99415,common,2,Archer,Priest,LCK,INT,fishing,2,3,42,2022-01-22 07:48:59
97604,common,1,Archer,Wizard,INT,DEX,fishing,5,10,73,2022-01-22 07:47:19
90012,common,2,Wizard,Thief,VIT,VIT,foraging,4,7,41,2022-01-22 07:35:24
92354,common,1,Warrior,Monk,AGI,AGI,gardening,5,10,79,2022-01-22 07:33:18
38109,common,3,Priest,Knight,VIT,END,fishing,2,2,"38,9",2022-01-22 07:32:37
94678,uncommon,1,Knight,Archer,STR,AGI,gardening,5,10,90,2022-01-22 07:31:00
10266,common,2,Summoner,Ninja,WIS,END,fishing,2,5,"38,9",2022-01-22 07:29:09
100183,common,3,Wizard,Wizard,AGI,STR,mining,3,3,"57,6",2022-01-22 07:28:24
96193,common,3,Summoner,Monk,LCK,END,gardening,0,0,52,2022-01-22 07:25:59
100183,common,3,Wizard,Wizard,AGI,STR,mining,3,3,49,2022-01-22 07:21:09
68310,uncommon,3,Archer,Pirate,END,VIT,fishing,4,4,49,2022-01-22 07:20:23
34901,uncommon,2,Monk,Wizard,STR,INT,mining,2,4,101,2022-01-22 07:16:31
55018,uncommon,2,Pirate,Pirate,INT,INT,foraging,4,9,69,2022-01-22 07:13:45
69062,common,4,Warrior,Monk,DEX,WIS,gardening,1,1,40,2022-01-22 07:08:20
93968,rare,2,Thief,Wizard,INT,WIS,foraging,5,5,78,2022-01-22 07:07:36
45333,uncommon,2,Paladin,Pirate,DEX,LCK,foraging,0,5,69,2022-01-22 07:05:17
84847,common,2,Priest,Priest,DEX,END,mining,5,7,72,2022-01-22 07:04:00
8456,common,1,Archer,Priest,DEX,END,fishing,5,10,44,2022-01-22 07:03:34
97433,uncommon,3,Archer,Thief,LCK,INT,foraging,5,5,47,2022-01-22 06:58:34
94373,common,2,Wizard,Thief,END,AGI,foraging,9,9,42,2022-01-22 06:54:35
92793,common,1,Thief,Wizard,STR,LCK,mining,2,10,70,2022-01-22 06:50:16
20022,common,3,Monk,Priest,LCK,LCK,fishing,6,6,"47,89",2022-01-22 06:50:10
46258,common,1,Wizard,Archer,VIT,DEX,mining,4,10,90,2022-01-22 06:47:51
8116,common,2,Monk,Thief,DEX,INT,gardening,2,4,"43,75",2022-01-22 06:47:45
37511,common,5,Pirate,Pirate,STR,INT,mining,3,3,80,2022-01-22 06:44:06
97319,common,2,Priest,Wizard,STR,WIS,fishing,8,8,45,2022-01-22 06:38:07
94120,common,2,Archer,Wizard,AGI,VIT,gardening,3,3,39,2022-01-22 06:32:32
24528,uncommon,4,Priest,Thief,LCK,DEX,mining,2,4,"60,9",2022-01-22 06:30:31
47962,rare,2,Thief,Warrior,LCK,INT,mining,0,8,85,2022-01-22 06:30:07
95439,common,2,Warrior,Archer,VIT,STR,mining,4,8,125,2022-01-22 06:28:47
90050,common,5,Dragoon,Thief,INT,AGI,mining,0,1,"137,5",2022-01-22 06:27:36
26929,common,3,DarkKnight,Warrior,STR,INT,mining,0,5,118,2022-01-22 06:23:45
81504,common,3,Priest,Priest,WIS,AGI,gardening,6,7,85,2022-01-22 06:23:21
98497,uncommon,4,Thief,Wizard,VIT,INT,mining,0,0,62,2022-01-22 06:21:57
100017,common,3,DarkKnight,Wizard,VIT,VIT,foraging,0,1,58,2022-01-22 06:17:58
50564,common,1,Archer,Knight,DEX,END,fishing,7,10,75,2022-01-22 06:16:00
98413,common,1,Thief,Thief,STR,END,gardening,5,10,70,2022-01-22 06:14:40
70527,common,2,Monk,Summoner,INT,INT,gardening,6,7,43,2022-01-22 06:09:23
41404,uncommon,2,Thief,Warrior,END,STR,foraging,3,3,50,2022-01-22 06:04:23
94763,rare,5,Monk,Priest,AGI,DEX,foraging,1,1,65,2022-01-22 06:04:13
46557,uncommon,2,Monk,Pirate,AGI,INT,fishing,3,4,199,2022-01-22 06:03:22
77053,rare,2,Paladin,Priest,STR,DEX,foraging,5,5,195,2022-01-22 06:02:07
45899,uncommon,3,Archer,Monk,AGI,STR,mining,4,6,200,2022-01-22 06:01:17
9003,uncommon,1,Knight,Priest,END,AGI,gardening,3,10,48,2022-01-22 06:01:11
94124,uncommon,2,Archer,Knight,END,WIS,fishing,6,6,50,2022-01-22 06:00:38
10664,uncommon,2,Thief,Pirate,END,DEX,gardening,3,6,44,2022-01-22 06:00:08
24528,uncommon,4,Priest,Thief,LCK,DEX,mining,2,4,48,2022-01-22 05:59:55
81394,common,5,Priest,Summoner,DEX,STR,foraging,2,2,43,2022-01-22 05:53:29
54356,common,4,Warrior,Ninja,VIT,INT,fishing,0,0,40,2022-01-22 05:46:47
94475,uncommon,6,Dragoon,Priest,AGI,DEX,gardening,0,1,130,2022-01-22 05:45:19
90262,common,2,Archer,Monk,WIS,WIS,gardening,7,7,"44,7",2022-01-22 05:42:42
86655,common,2,Thief,Warrior,STR,END,gardening,9,9,40,2022-01-22 05:42:06
66148,uncommon,3,Priest,Priest,INT,STR,fishing,6,6,44,2022-01-22 05:41:34
86725,common,1,Thief,Pirate,VIT,WIS,foraging,4,10,50,2022-01-22 05:38:31
58388,common,1,Wizard,Thief,LCK,AGI,foraging,5,10,47,2022-01-22 05:37:45
90941,uncommon,1,DarkKnight,Monk,END,LCK,mining,5,5,380,2022-01-22 05:37:33
66944,uncommon,3,Knight,Monk,WIS,INT,foraging,6,6,44,2022-01-22 05:36:53
78224,uncommon,2,Wizard,Warrior,DEX,END,gardening,7,7,65,2022-01-22 05:35:53
96137,common,3,Monk,Thief,STR,END,fishing,6,6,42,2022-01-22 05:32:35
99350,uncommon,2,Wizard,Knight,END,END,mining,5,5,72,2022-01-22 05:27:48
100149,uncommon,3,Wizard,Archer,END,DEX,mining,3,3,50,2022-01-22 05:27:21
8285,uncommon,1,Archer,Thief,INT,VIT,fishing,4,10,55,2022-01-22 05:26:39
98706,common,2,Knight,Wizard,AGI,END,fishing,8,8,"44,9",2022-01-22 05:24:23
93451,common,4,DarkKnight,Priest,INT,LCK,gardening,3,5,95,2022-01-22 05:23:22
100080,common,1,Wizard,Thief,LCK,VIT,foraging,8,10,60,2022-01-22 05:19:36
55772,common,3,Thief,Warrior,DEX,STR,foraging,6,6,40,2022-01-22 05:18:42
57206,common,2,Ninja,Monk,STR,DEX,mining,2,5,110,2022-01-22 05:16:46
72775,common,2,Knight,Monk,INT,STR,fishing,5,6,"46,9",2022-01-22 05:14:58
69773,common,2,Summoner,Pirate,AGI,END,mining,2,5,124,2022-01-22 05:14:53
50958,common,1,Archer,Monk,LCK,VIT,gardening,5,10,49,2022-01-22 05:14:46
54305,common,2,Summoner,Thief,AGI,VIT,mining,2,5,110,2022-01-22 05:14:46
50387,rare,3,Thief,Archer,VIT,LCK,gardening,6,6,75,2022-01-22 05:11:09
93820,common,2,Thief,Monk,STR,STR,gardening,5,7,42,2022-01-22 05:09:56
87809,common,2,Thief,Thief,AGI,DEX,foraging,7,8,49,2022-01-22 05:09:30
23814,rare,3,Archer,Knight,LCK,INT,gardening,4,6,69,2022-01-22 05:09:24
88836,common,1,Summoner,Warrior,LCK,WIS,gardening,1,5,95,2022-01-22 05:08:54
91626,common,2,Archer,Archer,WIS,AGI,fishing,7,7,50,2022-01-22 05:08:53
75141,common,1,Thief,Wizard,STR,LCK,fishing,7,10,73,2022-01-22 05:05:19
67032,common,1,Monk,Thief,AGI,INT,foraging,3,10,45,2022-01-22 05:04:13
57711,common,2,Pirate,Wizard,INT,AGI,foraging,4,4,43,2022-01-22 05:01:03
91762,uncommon,1,Ninja,Pirate,END,DEX,gardening,2,5,85,2022-01-22 04:59:34
45677,common,1,Pirate,Knight,END,LCK,fishing,4,10,"57,9",2022-01-22 04:56:53
58272,common,2,Wizard,Monk,LCK,VIT,fishing,5,7,43,2022-01-22 04:56:27
33666,common,2,Wizard,Archer,LCK,DEX,foraging,3,5,"59,99",2022-01-22 04:55:44
96260,common,2,DarkKnight,Knight,STR,WIS,fishing,0,5,75,2022-01-22 04:54:32
89511,common,1,Warrior,Knight,STR,STR,gardening,3,10,49,2022-01-22 04:50:23
74655,common,2,DarkKnight,Summoner,LCK,INT,mining,0,5,95,2022-01-22 04:49:46
96463,uncommon,3,Wizard,Summoner,DEX,END,foraging,0,0,50,2022-01-22 04:47:08
94553,rare,1,Priest,Warrior,INT,STR,mining,10,10,"129,6",2022-01-22 04:44:15
57859,common,3,Archer,Wizard,VIT,WIS,fishing,0,0,"42,89",2022-01-22 04:39:13
99132,uncommon,4,Knight,Priest,INT,WIS,mining,2,2,80,2022-01-22 04:38:46
60698,uncommon,4,Priest,Monk,WIS,AGI,fishing,1,1,42,2022-01-22 04:38:46
41491,common,1,Archer,Priest,INT,LCK,gardening,4,10,44,2022-01-22 04:37:29
98984,common,2,Priest,Monk,STR,LCK,foraging,6,6,42,2022-01-22 04:34:26
94617,common,3,Knight,Wizard,INT,END,mining,2,2,89,2022-01-22 04:31:56
92022,common,2,Knight,Thief,WIS,INT,fishing,6,6,"41,17",2022-01-22 04:26:51
96772,common,3,Warrior,Priest,AGI,AGI,gardening,2,2,"41,51",2022-01-22 04:25:33
96380,common,2,Priest,Knight,WIS,END,gardening,7,7,65,2022-01-22 04:23:20
96779,common,3,Monk,Thief,LCK,END,fishing,3,3,40,2022-01-22 04:18:20
94421,common,3,Ninja,Warrior,WIS,VIT,fishing,4,4,83,2022-01-22 04:18:00
52082,common,3,Paladin,Thief,AGI,LCK,foraging,1,5,102,2022-01-22 04:17:52
75049,uncommon,4,Paladin,Wizard,END,STR,foraging,0,1,"69,99",2022-01-22 04:17:40
92498,common,2,Wizard,Priest,STR,INT,fishing,5,5,43,2022-01-22 04:17:12
99068,common,1,Priest,Monk,VIT,WIS,fishing,10,10,72,2022-01-22 04:16:28
86527,uncommon,3,Warrior,Thief,DEX,VIT,gardening,4,5,49,2022-01-22 04:14:36
99987,uncommon,2,Monk,Pirate,WIS,AGI,mining,1,1,67,2022-01-22 04:13:38
98895,common,4,Monk,Archer,VIT,END,mining,3,3,60,2022-01-22 04:11:55
86142,uncommon,2,Wizard,Priest,VIT,INT,fishing,8,9,"48,9",2022-01-22 04:10:15
55229,common,2,Thief,Summoner,INT,STR,foraging,7,8,48,2022-01-22 04:09:50
95767,uncommon,2,Archer,Monk,VIT,LCK,gardening,6,6,50,2022-01-22 04:08:45
54481,uncommon,1,Priest,Thief,INT,END,gardening,4,10,"53,3",2022-01-22 04:06:45
82104,uncommon,1,Pirate,Monk,LCK,LCK,fishing,4,10,100,2022-01-22 04:04:52
99541,common,3,Knight,Thief,STR,END,foraging,5,5,40,2022-01-22 04:02:02
99350,uncommon,2,Wizard,Knight,END,END,mining,5,5,67,2022-01-22 04:01:32
92308,common,3,Sage,Pirate,END,AGI,gardening,0,3,"123,6",2022-01-22 04:00:52
14593,common,2,Warrior,Thief,WIS,WIS,fishing,5,7,45,2022-01-22 03:57:21
93210,common,2,Pirate,Knight,WIS,WIS,foraging,4,6,40,2022-01-22 03:53:00
97918,uncommon,2,Pirate,Priest,INT,DEX,mining,7,8,"73,6",2022-01-22 03:52:27
89304,common,1,Archer,Archer,AGI,END,foraging,5,10,60,2022-01-22 03:52:01
80648,common,4,Sage,Warrior,VIT,STR,fishing,0,2,269,2022-01-22 03:51:49
39606,common,2,Thief,Thief,INT,LCK,gardening,6,6,45,2022-01-22 03:49:35
26366,common,4,Monk,Monk,END,VIT,mining,1,2,78,2022-01-22 03:49:16
99140,uncommon,3,Priest,Wizard,INT,WIS,fishing,5,5,41,2022-01-22 03:48:20
96259,common,2,Warrior,Thief,STR,VIT,mining,7,8,165,2022-01-22 03:46:20
35009,common,5,Dragoon,Archer,INT,DEX,gardening,0,1,130,2022-01-22 03:43:45
99097,uncommon,2,Pirate,Thief,INT,STR,foraging,7,7,45,2022-01-22 03:38:51
98875,rare,2,Knight,Priest,END,VIT,gardening,2,3,72,2022-01-22 03:35:44
79720,common,1,Monk,Monk,VIT,VIT,fishing,6,10,"54,32",2022-01-22 03:32:47
98608,uncommon,3,Warrior,Knight,WIS,WIS,mining,6,6,104,2022-01-22 03:30:55
100082,uncommon,1,Wizard,Wizard,INT,VIT,mining,5,10,80,2022-01-22 03:30:05
5277,common,1,Monk,Wizard,AGI,AGI,foraging,5,10,46,2022-01-22 03:27:55
65402,common,4,Pirate,Pirate,LCK,DEX,foraging,0,0,42,2022-01-22 03:24:28
99655,common,2,Priest,Pirate,STR,LCK,gardening,5,5,45,2022-01-22 03:23:49
82136,common,1,Priest,Pirate,WIS,LCK,fishing,5,10,44,2022-01-22 03:23:41
77461,common,2,DarkKnight,Knight,INT,AGI,fishing,1,5,52,2022-01-22 03:21:34
49670,common,3,Wizard,Pirate,END,VIT,foraging,0,1,41,2022-01-22 03:21:32
97566,common,1,Wizard,Wizard,STR,DEX,mining,6,10,110,2022-01-22 03:21:27
75653,common,4,Priest,Pirate,AGI,STR,gardening,6,6,69,2022-01-22 03:20:02
77659,uncommon,5,Priest,Warrior,STR,AGI,mining,3,3,76,2022-01-22 03:19:44
37005,common,2,Priest,Priest,LCK,DEX,fishing,6,8,53,2022-01-22 03:15:45
34901,uncommon,2,Monk,Wizard,STR,INT,mining,2,4,70,2022-01-22 03:13:46
93156,common,2,Ninja,Warrior,INT,DEX,gardening,2,4,58,2022-01-22 03:13:08
99374,common,2,Archer,Priest,INT,DEX,gardening,8,8,42,2022-01-22 03:13:00
76470,rare,3,Thief,Priest,END,STR,fishing,1,1,95,2022-01-22 03:11:45
99895,rare,2,Priest,Priest,WIS,STR,mining,5,8,79,2022-01-22 03:11:39
99177,common,2,Thief,Priest,LCK,VIT,gardening,6,6,42,2022-01-22 03:09:45
94592,common,2,Warrior,Priest,INT,WIS,mining,2,4,80,2022-01-22 03:09:17
91368,uncommon,2,DarkKnight,Monk,STR,AGI,fishing,0,4,53,2022-01-22 03:09:07
92320,rare,3,Thief,Knight,STR,INT,fishing,7,7,99,2022-01-22 03:08:32
50549,common,6,Pirate,Monk,INT,LCK,fishing,3,3,48,2022-01-22 03:07:47
97993,common,2,Thief,Knight,AGI,LCK,gardening,5,5,42,2022-01-22 03:07:20
60848,common,4,Warrior,Thief,VIT,VIT,gardening,2,2,55,2022-01-22 03:07:20
29618,uncommon,2,Priest,Ninja,DEX,STR,fishing,0,3,"47,12",2022-01-22 03:06:54
92649,common,2,Pirate,Monk,AGI,VIT,gardening,6,6,"40,99",2022-01-22 03:03:38
47394,common,2,Wizard,Pirate,STR,INT,fishing,6,7,49,2022-01-22 03:03:07
84178,common,2,Knight,Archer,LCK,AGI,mining,4,9,70,2022-01-22 03:02:09
97121,common,1,Warrior,Monk,END,AGI,fishing,5,10,"75,87",2022-01-22 03:01:49
35162,uncommon,2,Ninja,Wizard,STR,STR,gardening,0,5,55,2022-01-22 03:01:33
91187,common,1,Ninja,Knight,DEX,VIT,gardening,0,5,44,2022-01-22 03:00:15
72510,uncommon,1,Priest,Warrior,LCK,LCK,gardening,8,10,65,2022-01-22 02:59:56
59546,uncommon,2,Wizard,Pirate,LCK,AGI,mining,2,3,73,2022-01-22 02:59:44
67207,common,2,Pirate,Monk,END,LCK,fishing,2,2,53,2022-01-22 02:58:28
17486,uncommon,2,Priest,Archer,DEX,VIT,mining,6,9,"72,5",2022-01-22 02:58:26
99399,uncommon,1,Monk,Wizard,STR,WIS,foraging,9,10,80,2022-01-22 02:58:22
19069,common,2,DarkKnight,Archer,STR,AGI,foraging,0,5,65,2022-01-22 02:57:46
35114,common,5,Summoner,Monk,STR,VIT,mining,0,1,"69,99",2022-01-22 02:57:12
13164,common,3,Wizard,Wizard,END,LCK,mining,2,6,67,2022-01-22 02:56:35
98642,rare,3,Thief,Thief,AGI,LCK,gardening,3,3,"69,9",2022-01-22 02:55:49
75236,common,3,Pirate,Warrior,DEX,AGI,fishing,2,2,48,2022-01-22 02:54:03
93016,common,2,Warrior,Archer,STR,AGI,fishing,7,7,43,2022-01-22 02:52:48
32951,uncommon,4,Summoner,Knight,VIT,LCK,fishing,1,1,65,2022-01-22 02:51:48
98905,common,5,Wizard,Thief,WIS,END,mining,0,0,58,2022-01-22 02:51:21
99269,common,2,Priest,Priest,END,AGI,mining,2,2,60,2022-01-22 02:50:11
99116,common,1,Ninja,Archer,END,LCK,fishing,1,5,150,2022-01-22 02:49:23
98164,uncommon,2,Monk,Pirate,VIT,VIT,fishing,5,6,43,2022-01-22 02:48:53
87922,common,3,Thief,Archer,INT,INT,mining,1,1,65,2022-01-22 02:48:01
44879,common,1,Pirate,Monk,END,WIS,fishing,4,10,"49,99",2022-01-22 02:47:55
99789,common,2,Archer,Knight,STR,AGI,fishing,0,1,45,2022-01-22 02:47:37
80140,common,1,Summoner,Wizard,INT,STR,fishing,1,5,"117,23",2022-01-22 02:47:15
68666,common,2,Ninja,Monk,LCK,INT,foraging,2,5,119,2022-01-22 02:46:48
69428,common,5,Pirate,Ninja,STR,LCK,gardening,0,0,"42,99",2022-01-22 02:45:27
45440,common,4,Priest,Pirate,WIS,END,gardening,2,2,53,2022-01-22 02:45:05
99213,common,3,Monk,Ninja,VIT,STR,gardening,5,5,33,2022-01-22 02:41:57
95595,common,2,Warrior,DarkKnight,DEX,END,foraging,7,8,45,2022-01-22 02:41:35
99182,uncommon,2,Priest,Wizard,LCK,LCK,foraging,8,9,"49,9",2022-01-22 02:38:47
99924,common,3,Monk,Priest,VIT,DEX,foraging,5,5,33,2022-01-22 02:38:18
99788,common,2,Knight,Pirate,STR,STR,mining,6,6,"111,6",2022-01-22 02:38:05
95087,common,3,Warrior,Monk,INT,VIT,gardening,3,3,41,2022-01-22 02:35:48
67572,uncommon,1,Monk,Ninja,WIS,VIT,gardening,6,10,69,2022-01-22 02:35:44
98028,common,1,Priest,Monk,VIT,STR,gardening,8,10,109,2022-01-22 02:35:10
48516,common,1,Wizard,Knight,WIS,LCK,fishing,9,10,"68,64",2022-01-22 02:35:04
94420,common,4,Warrior,Monk,VIT,INT,fishing,0,0,"42,65",2022-01-22 02:34:36
64033,common,1,Knight,Archer,STR,INT,mining,2,10,100,2022-01-22 02:33:36
19800,common,2,Ninja,Warrior,VIT,AGI,gardening,0,2,45,2022-01-22 02:31:21
96278,common,2,Archer,Wizard,END,INT,foraging,5,6,"64,99",2022-01-22 02:30:47
9073,uncommon,1,Wizard,Wizard,AGI,DEX,foraging,4,10,"43,5",2022-01-22 02:30:34
58997,common,2,Monk,Knight,AGI,VIT,mining,1,4,69,2022-01-22 02:30:24
46169,uncommon,3,Priest,Knight,STR,DEX,mining,0,0,67,2022-01-22 02:29:44
89308,common,2,Ninja,Priest,WIS,STR,gardening,0,5,"42,9",2022-01-22 02:29:36
82306,common,2,Wizard,Summoner,DEX,VIT,mining,4,4,65,2022-01-22 02:29:00
97767,uncommon,2,Archer,DarkKnight,STR,STR,foraging,4,4,80,2022-01-22 02:28:40
73475,rare,2,Ninja,Wizard,END,END,mining,3,5,113,2022-01-22 02:28:23
37719,common,6,Archer,Archer,DEX,AGI,mining,0,0,65,2022-01-22 02:28:09
99902,uncommon,1,Summoner,Pirate,END,VIT,fishing,1,5,109,2022-01-22 02:28:05
67675,common,2,Pirate,Monk,WIS,WIS,gardening,6,6,50,2022-01-22 02:26:15
35976,common,3,Wizard,Thief,INT,STR,mining,1,1,65,2022-01-22 02:25:23
99382,common,2,Wizard,Summoner,LCK,VIT,foraging,7,7,42,2022-01-22 02:24:08
96464,common,3,Thief,Wizard,AGI,DEX,foraging,5,6,41,2022-01-22 02:22:04
94014,rare,2,Paladin,Warrior,STR,END,foraging,4,5,198,2022-01-22 02:21:20
59676,common,2,Monk,Archer,STR,DEX,gardening,4,4,40,2022-01-22 02:20:46
53889,rare,1,Pirate,Monk,DEX,INT,foraging,4,10,95,2022-01-22 02:20:00
41291,uncommon,1,Knight,Monk,END,END,fishing,5,10,59,2022-01-22 02:16:08
87808,common,1,Wizard,Priest,AGI,WIS,fishing,9,10,68,2022-01-22 02:15:34
77380,legendary,1,Archer,Priest,INT,INT,foraging,10,10,360,2022-01-22 02:15:08
99038,common,1,Warrior,Archer,AGI,AGI,foraging,10,10,69,2022-01-22 02:14:35
6229,common,1,Pirate,Pirate,VIT,DEX,foraging,5,10,46,2022-01-22 02:12:58
98805,common,2,Warrior,Archer,AGI,LCK,fishing,7,8,47,2022-01-22 02:12:13
98897,common,2,Warrior,Wizard,WIS,STR,mining,4,5,100,2022-01-22 02:11:05
79592,common,2,Summoner,Thief,AGI,VIT,foraging,3,5,109,2022-01-22 02:10:51
56946,uncommon,3,Paladin,Pirate,VIT,DEX,gardening,0,1,115,2022-01-22 02:10:03
26287,common,1,Pirate,Pirate,STR,STR,gardening,7,10,60,2022-01-22 02:08:19
99156,uncommon,2,Ninja,Monk,END,END,fishing,3,5,130,2022-01-22 02:08:11
34622,common,2,Wizard,Priest,DEX,WIS,mining,3,3,60,2022-01-22 02:07:41
89205,common,1,Knight,Warrior,INT,VIT,fishing,10,10,67,2022-01-22 02:07:35
80978,uncommon,1,Monk,Priest,VIT,INT,fishing,9,10,100,2022-01-22 02:06:06
29026,common,3,Warrior,Monk,INT,WIS,mining,3,4,85,2022-01-22 02:05:56
99204,common,2,Priest,Thief,WIS,VIT,fishing,6,6,"39,99",2022-01-22 02:03:02
85879,uncommon,2,Wizard,Wizard,WIS,WIS,gardening,8,8,"136,45",2022-01-22 01:59:46
99968,rare,2,Thief,Wizard,WIS,VIT,gardening,9,9,"79,2",2022-01-22 01:59:03
25462,rare,1,Warrior,Monk,END,AGI,foraging,8,10,85,2022-01-22 01:58:26
75296,common,3,Priest,Archer,VIT,WIS,gardening,4,5,69,2022-01-22 01:57:23
99382,common,2,Wizard,Summoner,LCK,VIT,foraging,7,7,37,2022-01-22 01:57:07
86323,common,4,Knight,Priest,AGI,WIS,fishing,0,0,38,2022-01-22 01:56:30
94565,common,4,Knight,Warrior,END,STR,mining,0,0,120,2022-01-22 01:56:22
98817,uncommon,2,Pirate,Archer,LCK,STR,foraging,7,9,49,2022-01-22 01:56:00
35567,uncommon,4,Monk,Thief,DEX,VIT,gardening,6,6,50,2022-01-22 01:54:04
98500,uncommon,4,Warrior,Knight,VIT,WIS,fishing,0,0,"43,76",2022-01-22 01:53:50
40148,common,3,Monk,Knight,INT,END,fishing,5,7,47,2022-01-22 01:53:13
55274,common,4,Knight,Knight,DEX,DEX,fishing,3,3,45,2022-01-22 01:52:43
97678,rare,6,Dragoon,Monk,END,END,foraging,0,0,275,2022-01-22 01:50:20
97867,uncommon,3,Priest,Priest,END,VIT,fishing,5,5,"42,89",2022-01-22 01:50:14
41404,uncommon,2,Thief,Warrior,END,STR,foraging,3,3,45,2022-01-22 01:49:25
94443,mythic,2,Pirate,Pirate,AGI,INT,foraging,8,8,375,2022-01-22 01:49:06
73645,common,3,Archer,Pirate,AGI,AGI,foraging,5,5,60,2022-01-22 01:48:56
